Product Name,Diff,Sum of total order,Sum of gmv
Efenel Bibs Gray Anchor,2,1,89100
Efenel Bibs Gray Anchor Color,2,1,90500
Efenel Bibs Green Elephant,2,1,89100
Emco Medic Set,13,1,131200
Enblanc Natural Organic Premium Baby Wipes,15,3,84000
Enfagrow A+ 3 Vanila 2400 (4X600) Box,82,27,26793864
Enfagrow A+ 4 Vanila 2400 (4X600) Box,83,21,18850020
Enfagrow A+3 Susu Formula Pertumbuhan Batita-Madu-1200g,10,1,402200
Enfagrow A+3 Susu Formula Pertumbuhan Batita-Madu-1200g-SP,21,5,3380200
Enfagrow A+3 Susu Formula Pertumbuhan Batita-Madu-800gr New,11,1,549000
Enfagrow A+3 Susu Formula Pertumbuhan Batita-Vanila-1200g,21,2,804600
Enfagrow A+3 Susu Formula Pertumbuhan Batita-Vanila-400g,82,10,6250984
Enfagrow A+3 Susu Formula Pertumbuhan Batita-Vanila-800g New,6,2,604800
Enfagrow A+4 Susu Formula Pertumbuhan Balita-Madu-1200g,19,2,1107800
Enfagrow A+4 Susu Formula Pertumbuhan Balita-Vanila-1200g,6,1,376700
Enfagrow A+4 Susu Formula Pertumbuhan Balita-Vanila-1800g,26,4,3813282
Enfagrow A+4 Vanilla (1800gr X2) Free Megablock -Special Edition,30,2,5949000
Enfagrow A+Gentle Care Susu Formula Gangguan Pencernaan-900g,102,16,8308680
Enfamil A+ Lacto Free Susu Formula Bayi Bebas Laktosa-400g,65,12,7959980
Enfamil A+1 Susu Formula Bayi - Plain - 1800g,85,16,31332677
Enfamil A+1 Susu Formula Bayi - Plain - 400g,63,12,4370400
Enfamil A+1 Susu Formula Bayi - Plain - 800g,78,12,6439292
Enfamil A+2 Susu Formula Bayi - Plain - 400g,60,6,2448000
Enfamil A+2 Susu Formula Bayi - Plain - 800g,115,14,11900800
Ensure Susu Chocolate Klg 1000g,7,1,272734
Ensure Susu Vanilla Klg 1000g,14,1,274588
Ensure Susu Vanilla Klg 400g,44,6,946000
Enzim 40+ 124gr/ 100ml,6,1,37700
Enzim 40+ 160gr/ 130ml,3,1,98800
Enzim Anak-anak 63gr/ 50ml (Orange),60,8,151155
Enzim Anak-anak 63gr/ 50ml (Strawberry),32,9,163710
Enzim Anak-anak 63gr/ 50ml (Tutty Fruity),34,4,75420
Enzim Mixdent 93gr/ 75ml,11,1,30690
Enzim Mouthwash 275ml,3,1,24000
Enzim Original Mild 124gr/ 100ml,12,2,188000
Enzim Original Mint  160gr/ 130ml,4,2,55100
Enzim Original Mint 42 gr/35ml,13,5,56490
Ergobaby Four Position 360 Carrier Black/Camel,3,1,4996200
Eskulin Kids Hand Sanitizer Mickey 50ml,65,6,203600
Eskulin Kids Mist Cologne Mickey 60ml New,2,1,68400
Eskulin Kids Shower Gel Cinderella 250ml,5,2,77200
Eskulin Kids Shower Gel Floral Cheer 250ml,5,2,84800
Eskulin Kids Shower Gel Orange 250ml,3,1,18000
Eskulin Kids Splash Cologne Princess Ariel 125ml,11,1,17200
Eskulin Mist Cologne Minnie 60ml,2,1,68400
Evamatt Puzzle Abjad Gambar,34,4,738796
Evamatt Puzzle Angka Gambar,10,1,81300
Eve Maternity Nursing Bra BH091 Abu 34,8,1,74700
Eve Maternity Nursing Bra BH094 Hitam M,6,1,74700
Eve Maternity Nursing Bra BH104 Pink XL,5,1,66900
Eve Maternity Nursing Bra BH122 Kuning 42,7,1,27930
Eve Maternity Nursing Bra BH122 Pink 38,14,2,83790
Eve Maternity Nursing Bra BH123 Kuning 40,6,1,27930
Eve Maternity Nursing Bra BH136 Abu 36,6,1,48300
Eve Maternity Nursing Bra BH145 Cream 42,11,1,135000
Eve Maternity Nursing Bra BH145 Pink 38,6,1,40500
Eve Maternity Nursing Bra BH146 Cream 38,7,1,51300
Eve Maternity Nursing Bra BH149 34,8,1,66900
Eve Maternity Nursing Tanktop ITS008A Hitam XL,15,1,275000
Eve Maternity Slimming Corset KR024 Hitam,3,1,74700
Eve Maternity Slimming Corset KR028 Cream ,3,1,74700
Eve Maternity Slimming Corset SE034 Hitam XL,15,1,184000
Eve Maternity Smooth and Seamless Slimming Corset Cream - M,3,1,45030
Eve Maternity Smooth and Seamless Slimming Corset Hitam - M,3,1,45030
Ezpz Happy Mat in Lime,4,1,396000
Ezpz Mini Mat in Coral,4,1,396000
Faber Castell Water Soluble Grip Dot & Brush (Isi 12),2,1,41200
Faber Castell Watercolour Pencils in Tin Case (Isi 12),21,3,148883
Family Sepeda Ride On Horse Pink,9,1,187000
Feather & Flynn Ava Layered Cullotes in Khaki - S,2,1,129000
Feather & Flynn Basic Zipper Hoodie in Pink M,6,1,139000
Feather & Flynn Bennett Hoodie Cardigan Blue XL,9,1,169000
Feather & Flynn Brissa Tulle Dress Beige 11-12 Years,13,4,1156000
Feather & Flynn Brissa Tulle Dress Beige 3-4 Years,7,1,289000
Feather & Flynn Brissa Tulle Dress Beige 5-6 Years,12,5,1445000
Feather & Flynn Brissa Tulle Dress Beige 7-8 Years,20,3,852000
Feather & Flynn Brissa Tulle Dress Dusty Pink 11-12 Years,15,2,578000
Feather & Flynn Brissa Tulle Dress Dusty Pink 3-4 Years,16,9,2586000
Feather & Flynn Brissa Tulle Dress Dusty Pink 5-6 Years,11,10,2890000
Feather & Flynn Brissa Tulle Dress Dusty Pink 7-8 Years,7,5,1445000
Feather & Flynn Brissa Tulle Dress Dusty Pink 9-10 Years,9,1,274000
Feather & Flynn Carter Long Sleeve Shirt in Gray - M,12,1,99000
Feather & Flynn Carter Long Sleeve Shirt in Gray - S,12,1,99000
Feather & Flynn Carter Long Sleeves Shirt in Blue Lime Stripes-M,12,1,179000
Feather & Flynn Connor Long Sleeve Shirt in Blue Stripes - S,2,2,198000
Feather & Flynn Connor Long Sleeve Shirt in Navy Checked - S,12,1,169000
Feather & Flynn Connor Long Sleeve Shirt in Navy Checked - XL,15,1,99000
Feather & Flynn Emerie Dress Offwhite 3-4Y,10,1,269000
Feather & Flynn Emerie Dress Offwhite 5-6Y,19,2,538000
Feather & Flynn Emerie Dress Offwhite 7-8Y,8,1,269000
Feather & Flynn Emerie Dress Offwhite 9-10Y,19,3,807000
Feather & Flynn Emerie Dress Terracota 5-6Y,27,2,538000
Feather & Flynn Esme Asymetrical Top in Light Blue Stripes - M,10,2,178000
Feather & Flynn Hazel Frill Top in Gray XL,6,1,79000
Feather & Flynn Irina Asymetric Dress in Gray M,5,3,417000
Feather & Flynn Irina Asymetric Dress in Gray XL,3,1,278000
Feather & Flynn Irina Asymetric Dress in Pink L,3,3,417000
Feather & Flynn Jasper Jacket - Bomber Jacket Only S,8,1,268000
Feather & Flynn Kaia Cold Shoulder Dress in Tan L,12,2,297000
Feather & Flynn Kinsley Lace Dress Ivory 11-12 Years,2,1,289000
Feather & Flynn Kinsley Lace Dress Ivory 3-4 Years,9,3,867000
Feather & Flynn Kinsley Lace Dress Ivory 5-6 Years,20,5,1445000
Feather & Flynn Kinsley Lace Dress Ivory 7-8 Years,9,3,867000
Feather & Flynn Kinsley Lace Dress Ivory 9-10 Years,11,4,1156000
Feather & Flynn Luisa Cape Pink 5-6 Years,13,1,289000
Feather & Flynn Luisa Cape White 3-4 Years,13,1,289000
Feather & Flynn Luisa Cape White 5-6 Years,12,2,578000
Feather & Flynn Malika Shirt Dress Gray 3-4 Years,22,2,563000
Feather & Flynn Malika Shirt Dress Gray 7-8 Years,5,1,289000
Feather & Flynn Malika Shirt Dress Ivory 3-4 Years,7,3,867000
Feather & Flynn Malika Shirt Dress Ivory 7-8 Years,7,2,578000
Feather & Flynn Max Unisex Long Sleeves Tee in Navy Stripes - M,7,1,79000
Feather & Flynn Max Unisex Long Sleeves Tee in Navy Stripes - S,5,1,79000
Feather & Flynn Max Unisex Long Sleeves Tee in Tosca Stripes - M,4,1,79000
Feather & Flynn Micah Shorts in Gray - M,13,1,169000
Feather & Flynn Payton Flared Collar Dress Gray 11-12Y,13,1,269000
Feather & Flynn Payton Flared Collar Dress Gray 3-4Y,14,1,269000
Feather & Flynn Payton Flared Collar Dress Gray 5-6Y,14,1,269000
Feather & Flynn Payton Flared Collar Dress Gray 7-8Y,10,1,269000
Feather & Flynn Payton Flared Collar Dress Gray 9-10Y,11,2,538000
Feather & Flynn Rosie Peplum Top with Peterpan Collar Cream - XS,3,1,59000
Feather & Flynn Sasha Two-Tone Tutu Skirt in Coral - M,12,2,278000
Feather & Flynn Sasha Two-Tone Tutu Skirt in Coral - S,12,1,139000
Feather & Flynn Skyla Top Navy 3-4 Year,7,1,229000
Feather & Flynn Skyla Top Offwhite 11-12 Year,3,1,229000
Feather & Flynn Skyla Top Offwhite 3-4 Year,9,2,458000
Feather & Flynn Tyler Basic Pants in Navy S,5,1,109000
Feather and Flynn Luisa Cape Offwhite 1-2 Years,12,1,289000
Feather and Flynn Luisa Cape Offwhite 2-3 Years,12,1,289000
Feather and Flynn Luisa Cape Offwhite 4-5 Years,14,1,289000
Feather and Flynn Luisa Cape Pink 1-2 Years,12,2,578000
Feather and Flynn Luisa Cape Pink 4-5 Years,20,2,578000
Feather n Flynn Coco Jumpsuit Navy 11-12 Years,13,2,578000
Feather n Flynn Coco Jumpsuit Navy 3-4 Years,21,4,1445000
Feather n Flynn Coco Jumpsuit Offwhite 11-12 Years,12,1,289000
Feather n Flynn Coco Jumpsuit Offwhite 3-4 Years,7,1,289000
Feather n Flynn Coco Jumpsuit Offwhite 5-6 Years,14,1,289000
Feather n Flynn Coco Jumpsuit Offwhite 7-8 Years,12,1,289000
Feather n Flynn Emily Lace Dress Dusty Pink 11-12 Years,15,4,1156000
Feather n Flynn Emily Lace Dress Dusty Pink 3-4 Years,21,5,1445000
Feather n Flynn Emily Lace Dress Dusty Pink 5-6 Years,24,6,2023000
Feather n Flynn Emily Lace Dress Dusty Pink 7-8 Years,16,3,867000
Feather n Flynn Emily Lace Dress Navy 11-12 Years,14,1,289000
Feather n Flynn Emily Lace Dress Navy 5-6 Years,6,1,289000
Feather n Flynn Emily Lace Dress Navy 7-8 Years,24,2,578000
Feather n Flynn Eris Flare Top Dusty Pink 7-8 Years,12,2,498000
Feather n Flynn Eris Flare Top Navy 11-12 Years,12,1,249000
Feather n Flynn Eris Flare Top Navy 5-6 Years,24,2,498000
Feather n Flynn Eris Flare Top Navy 7-8 Years,14,1,249000
Feather n Flynn Ilsa Tulle Skirt Beige 3-4 Years,20,2,378000
Feather n Flynn Ilsa Tulle Skirt Beige 5-6 Years,12,1,189000
Feather n Flynn Ilsa Tulle Skirt Beige 7-8 Years,12,1,189000
Feather n Flynn Ilsa Tulle Skirt Dusty Pink 11-12 Years,17,2,378000
Feather n Flynn Ilsa Tulle Skirt Dusty Pink 3-4 Years,12,1,189000
Feather n Flynn Ilsa Tulle Skirt Dusty Pink 5-6 Years,12,2,378000
Feather n Flynn Macy Cullotes Jumpsuit Blue 5-6Y,3,2,777000
Feather n Flynn Macy Cullotes Jumpsuit Blue 7-8Y,3,2,518000
Feather n Flynn Macy Cullotes Jumpsuit Gray 7-8Y,13,1,259000
Feather n Flynn Macy Cullotes Jumpsuit Khaki 3-4Y,4,1,259000
Feather n Flynn Tiera Shirt Dress Navy 5-6 Years,13,1,279000
Feather n Flynn Tiera Shirt Dress Navy 9-10 Years,26,2,558000
Feather n Flynn Tiera Shirt Dress Nude 5-6 Years,29,2,558000
Feather n Flynn Tiera Shirt Dress Nude 7-8 Years,15,1,279000
Feather n Flynn Tiera Shirt Dress Offwhite 11-12 Years,14,1,279000
Feather n Flynn Tiera Shirt Dress Offwhite 5-6 Years,27,3,837000
Feather n Flynn Tiera Shirt Dress Offwhite 7-8 Years,11,2,558000
FF 123 Madu 2000g Box,12,17,3146400
FF 123 Vanila 2000g Box,11,11,2809700
FF 456 Madu 2000g Box,13,2,386000
FF 456 Vanila 2000g Box,12,2,415000
FF JELAJAH SPR 1-3 CHO   BOX800GR,2,1,257100
FF JELAJAH SPR 1-3 CHO   BOX800GR NED,15,6,342800
FF JELAJAH SPR 1-3 HON   BOX 800G,11,4,342800
FF KARYA SPR 4-6 HON BOX 1200GR,13,1,125000
FF KARYA SPR 4-6 HON BOX 1200GR NED,4,1,37500
FF KARYA SPR 4-6 VAN BOX 1200GR NED,6,1,125000
FF KARYA SPR 4-6 VAN BOX 800GR - SP,5,1,152400
FF KARYA SPR 4-6 VAN BOX 800GR NED,8,3,633000
FF MAMA SPR CHOCO BOX 200GR,10,1,131000
Fisher Price BNB Soft Ring Teether,86,8,773332
Fisher Price L&L Fruits N Fun Learning Market,3,2,800477
Fisher Price L&L Smart Stages Busy Activity Home,14,2,592600
Fisher Price L&L Ss Tablet Grey,23,7,2540269
Fisher Price Laugh & Learn Learning Happy Apple,6,1,347270
Fisher Price Laugh & Learn Say Please Snack Set,14,1,417125
Fisher Price Laugh and Learn Storybook Rhymes Refresh,41,8,1974790
Fisher Price Musical Lion Walker,120,142,90513718
Fisher Price NB RFF 3-IN-1 Musical GYM,16,2,992458
Fisher Price Snap Lock CaterPillar,14,2,298000
Fisher Price Soothe & Glow Seahorse WB DGH82,63,12,3416998
Fitt Day & Night Jumbopack L 24+4,4,1,38700
Fitti Day & Night Ebox L 96 pcs,34,3,481500
Fitti Day & Night Jumbopack M 28+4,27,5,283300
Fitti Day & Night Jumbopack Xl 22+4,21,7,1588200
Fitti Day & Night MP L 48,194,58,11061990
Fitti Day & Night VP L 18+2,7,2,73200
Fitti DayPants  MP L 48,38,18,2079200
Fitti DayPants JP XL 22,4,2,116220
Fitti DayPants MP M 56 Isi 2,9,1,264400
Fitti Gold Pants L 50,99,8,1045000
Fitti Gold Pants XL 42,119,14,3705000
Fitti Gold Tape RP S 9,3,1,35800
Fitti Tape JP Rainbow L 42,4,1,69600
Fitti Tape RP Rainbow S 12,3,1,82500
Fitti Tape VP Rainbow S 26,39,8,388286
Flash 'N Learn : Food,10,1,90800
Free Bagpack Teman 123 TKPD,11,13,0
Free Bebelac Cookie Jar,2279,306,0
Free Bebelac Hygiene Kit Bag,72,18,0
Free Belli To Baby Essential Oil 5ml (Random),711,344,0
Free Biore Pouch,4,3,0
Free Blackmores Bag Best Mom Ever,15,2,0
FREE Cetaphil Baby Gentle Wash& shampoo 230ml,17,13,0
Free Cetaphil Baby Shampoo 200ml,119,39,0
Free Cetaphil Jacquelle Facial Cleansing Brush,203,115,139000
Free Claris Rainbow Set,715,325,0
Free Frisian Flag Pandora Box,81,117,0
Free Frisian Lunch Set,148,17,0
Free Frisian Lunch Set IDB,7,2,0
Free Frisian Lunch Set TKPD,11,14,0
Free Friso Curver Soup to Go,4,2,0
Free Friso Hoodie Towel,12,2,0
Free Friso Intex Pelampung,99,9,0
Free Friso Intex Pelampung TKPD,12,6,0
Free Friso Lunch Box,34,3,0
Free Friso Sachet In Box TKPD,15,1,0
Free Hanger Baju Friso TKPD,12,3,0
FREE Herbana Pasak Bumi 60 Kapsul,7,1,0
Free JOHNSON'S Baby Shower Gift Set,86,29,0
Free JOHNSON'S Blossom Powder 300gr,13,1,0
Free JOHNSON'S Gold Shampoo 500ml (Refill),41,3,0
Free JOHNSON'S Starter Kit Baby Gift Set,110,20,0
Free Konicare Kayu Putih 30ml,150,15,0
Free Libby Cloth,141,94,0
Free Lock & Lock Round Foodcontainer 1.8 Ltr HPL933D,42,17,0
FREE Lock & Lock Snoopy Paris Pattern Bottle 480ml,35,11,0
Free Maxim X Cussons Baby frying pan 22cm,1695,503,0
"Free My Baby Bottle, Nipple, Accessories Cleanser 400ml",107,21,0
Free My Baby Thermal Bag,316,45,0
Free Nutrilon Sleeping Bag,1430,570,0
Free Nutrilon Swimming Pool,931,171,0
Free Pepsodent Kids Pasta Gigi Jeruk,1403,753,0
Free Pepsodent Kids Pasta Gigi Strawberry,110,70,0
Free Prosyneo Organizer Bag,3,1,0
Free Puzzle lunch set,13,9,0
Free Royal Nutrilon Tent,1458,520,0
Free Sampling BB Soya 360 gr +Leaflet,6607,978,51000000
Free Sampling Produk Softex,2102,1923,0
Free School Lunch Set Frisian Flag,1303,327,0
Free SGM Collectible T-Shirt,3313,1279,249000
Free SGM Eksplor Activity Book with Crayon,568,171,0
Free SGM Karpet Pintar,28,3,0
Free So Klin Detergent Antibact Pch (105ml),301,127,0
Free Susu Bendera 1+ Honey Pouch 150gr,2,1,0
Free Susu Bendera 3+ Honey Pouch 150gr,5,3,0
Free Sweety Pantz Gold Regular Pack L 28 TKPD,14,1,0
Free Takoyakids Fabric Pleats Mask Light Blue,4,162,0
Free Takoyakids Topi Anti Corona Anak Biru,15,1,0
Free Takoyakids Topi Anti Corona Anak Navy,2,27,0
Free Takoyakids Topi Anti Corona Anak Red,7,15,0
Free Takoyakids Topi Anti Corona Dewasa Biru,13,1,0
Free Takoyakids Topi Anti Corona Dewasa Navy,7,11,0
Free Tshirt Serunya Teman 123 ukuran M,12,6,0
Free Tshirt Serunya Teman 123 ukuran S,11,5,0
Free Vehicle Floaties ,748,265,60000
FREE Voucher Sodexo 50k,303,57,0
Free Zwitsal Baby Natural Rich Honey Powder 300GR,117,43,0
Free Zwitsal Baby Round Box,180,94,0
Free Zwitsal Baby Skin Protector Lotion 50ML,301,107,0
Free Zwitsal Hair Lotion Aloe Vera Kemiri Seledri 50ML,207,97,0
Frisian Baby Tahap 1 200g Susu Formula Usia 0-6 Bulan,15,1,150000
Frisian Baby Tahap 1 400g Susu Formula Usia 0-6 Bulan,12,1,196800
Frisian Baby Tahap 2 400g Susu Formula Usia 6-12 Bulan,13,1,48300
Frisian Flag 123  Jelajah Madu 2000g Box,1042,279,72164061
Frisian Flag 123  Jelajah Vanila 2000g Box,353,184,50894215
Frisian Flag 123 Cokelat 400g Flash Sale NED,13,13,251900
Frisian Flag 123 Cokelat 400g Susu Pertumbuhan Usia 1-3 Tahun,14,1,45600
Frisian Flag 123 Cokelat 800g NED,13,4,510300
Frisian Flag 123 Cokelat 800g Susu Pertumbuhan Usia 1-3 Tahun,11,11,1780000
Frisian Flag 123 Jelajah Vanilla 2000g Box IDB,6,1,196800
Frisian Flag 123 Madu 1200g Susu Pertumbuhan Usia 1-3 Tahun,11,32,5356900
Frisian Flag 123 Madu 400g Susu Pertumbuhan Usia 1-3 Tahun,13,2,91200
Frisian Flag 123 Madu 800g Susu Pertumbuhan Usia 1-3 Tahun,13,5,623000
Frisian Flag 123 Vanila 1200g Susu Pertumbuhan Usia 1-3 Tahun,11,30,6218100
Frisian Flag 123 Vanila 400g Susu Pertumbuhan Usia 1-3 Tahun,13,5,228000
Frisian Flag 123 Vanila 800g Susu Pertumbuhan Usia 1-3 Tahun,12,5,890000
Frisian Flag 123  Jelajah Madu 2000g Box IDB,7,2,393600
Frisian Flag 456 Cokelat 400g Susu Bubuk Usia 4-6 Tahun,13,3,134700
Frisian Flag 456 Cokelat 800g NED,17,11,1048600
Frisian Flag 456 Cokelat 800g Susu Bubuk Usia 4-6 Tahun,13,3,438000
Frisian Flag 456 Karya Madu 2000g Box,110,27,6770282
Frisian Flag 456 Karya Vanila 2000g Box,166,26,5321900
Frisian Flag 456 Madu 1200g Susu Bubuk Usia 4-6 Tahun,14,13,3165200
Frisian Flag 456 Madu 200g Flash Sale,14,29,290000
Frisian Flag 456 Madu 200g Susu Bubuk Usia 4-6 Tahun,21,4,64900
Frisian Flag 456 Madu 400g Susu Bubuk Usia 4-6 Tahun,13,4,404100
Frisian Flag 456 Madu 800g Susu Bubuk Usia 4-6 Tahun,13,6,788400
Frisian Flag 456 Vanila 1200g Susu Bubuk Usia 4-6 Tahun,12,20,4733350
Frisian Flag 456 Vanila 400g Susu Bubuk Usia 4-6 Tahun,14,3,314300
Frisian Flag Awal 0-6 200gr Box,10,7,326340
Frisian Flag Awal Tahap 1 400gr Box,69,26,3177950
Frisian Flag Awal Tahap 1 800gr Box,470,266,78609944
Frisian Flag Bendera Bubuk Instant Plain 400gr Box,19,2,67400
Frisian Flag Jelajah 123 Coklat 400gr Box,41,8,819090
Frisian Flag Jelajah 123 Coklat 800gr Box,35,11,2013685
Frisian Flag Jelajah 123 Coklat 800gr Box - SP,6,1,1770000
Frisian Flag Jelajah 123 Coklat 800gr Box NED,6,1,638300
Frisian Flag Jelajah 123 Coklat 800gr Box SUBS,13,1,390000
Frisian Flag Jelajah 123 Coklat 800gr Box SUBS - SP,6,1,914500
Frisian Flag Jelajah 123 Madu 1200gr Box,173,55,13177281
Frisian Flag Jelajah 123 Madu 400gr Box,48,10,2137460
Frisian Flag Jelajah 123 Madu 800gr Box,233,50,13237993
Frisian Flag Jelajah 123 Madu 800gr Box SUBS,66,46,18324000
Frisian Flag Jelajah 123 Vanilla 1200gr Box,308,62,14557819
Frisian Flag Jelajah 123 Vanilla 400gr Box,59,13,2418300
Frisian Flag Jelajah 123 Vanilla 800gr Box,42,6,816685
Frisian Flag Jelajah 123 Vanilla 800gr Box SUBS,85,56,14451600
Frisian Flag Junio Cokelat 110ml Carton,4,1,340000
Frisian Flag Junio Plain 110ml Carton,15,2,290400
Frisian Flag Junio Stroberi 110ml Carton,4,1,340000
Frisian Flag Karya 456 Coklat 400gr Box,11,1,41378
Frisian Flag Karya 456 Coklat 800gr Box,48,4,479535
Frisian Flag Karya 456 Coklat 800gr Box - SP,5,2,2494000
Frisian Flag Karya 456 Madu 1200gr Box,190,49,14790758
Frisian Flag Karya 456 Madu 1200gr Box - SP,10,2,81200
Frisian Flag Karya 456 Madu 400gr Box,22,2,161700
Frisian Flag Karya 456 Madu 800gr Box,47,6,1578685
Frisian Flag Karya 456 Madu 800gr Box SUBS,24,15,3414000
Frisian Flag Karya 456 Vanilla 1200gr Box,111,18,3513244
Frisian Flag Karya 456 Vanilla 1200gr Box NED,24,5,879450
Frisian Flag Karya 456 Vanilla 400gr Box,47,8,905856
Frisian Flag Karya 456 Vanilla 800gr Box,46,10,2331811
Frisian Flag Karya 456 Vanilla 800gr Box NED,17,4,772800
Frisian Flag Karya 456 Vanilla 800gr Box SUBS,10,6,1296000
Frisian Flag Kental Manis 490g (Bundle isi 6pcs),14,6,468600
Frisian Flag Kental Manis Cokelat 370g (Bundle isi 8pcs),13,1,79800
Frisian Flag Kental Manis Cokelat 490g (Bundle isi 6pcs),12,3,306400
Frisian Flag Kental Manis Gold 490g (Bundle isi 6pcs),13,8,887200
Frisian Flag Kental Manis Pouch Cokelat 560g (Bundle isi 6pcs),4,2,284800
Frisian Flag Kompleta Coklat 400gr,40,4,186324
Frisian Flag Kompleta Coklat 400gr TKPD,12,43,2878200
Frisian Flag Kompleta Coklat 800gr TKPD,12,1,137200
Frisian Flag Kompleta Vanila 400gr TKPD,14,28,2667000
Frisian Flag Kompleta Vanila 800gr,64,6,6772700
Frisian Flag Kompleta Vanila 800gr TKPD,11,11,1250400
Frisian Flag Langkah 6-12 200gr Box,26,11,436172
Frisian Flag Langkah Tahap 2 400gr Box,72,19,2726997
Frisian Flag Langkah Tahap 2 800gr Box,1085,746,257325824
Frisian Flag Mama Choco 200gr Box,47,7,328278
Frisian Flag Omela Plain 490g (Bundle isi 6pcs),13,2,136000
Frisian Flag Purefarm Fullcream 400g (1 Piece),15,7,1103200
Frisian Flag Purefarm Fullcream 400gr,67,11,2762216
Frisian Flag Purefarm Fullcream 800gr,78,13,4376300
Frisian Flag SCM Gold Can 370gr Eoe,12,1,45900
Frisian Flag Stm Choco Btl 24x180ml,4,1,327000
Frisian Flag Stm Straw Btl 24x180ml,4,2,654000
Frisian Flag Susu Pertumbuhan 456 Cokelat 800gr (flash sale) NED,13,33,1486500
Frisian Flag Susu Pertumbuhan 456 Vanila 800gr (flash sale) NED,3,1,2205920
Frisian Flag UHT Chocolate 270ml (Bundle isi 8pcs),15,1,257000
Frisian Flag UHT Chocolate 450ml (Bundle isi 6pcs),12,1,118800
Frisian Flag UHT Chocolate Hazelnut 270ml (Bundle isi 8pcs),15,2,205600
Frisian Flag UHT Kacang Hijau 225ml (Bundle isi 12pcs),15,1,54600
Frisian Flag UHT Ketan Hitam 225ml (Bundle isi 12pcs),15,2,163800
Frisian Flag UHT Low Fat Belgian Chocolate 225ml (Bundle isi 12pcs),15,2,312000
Frisian Flag UHT Low Fat California Starwberry 225ml (Bundle isi 12pcs),15,2,374400
Frisian Flag UHT Milky Straw Cp 36x180ml,4,4,378000
Frisian Flag UHT Pls Lf French Van Cp 6x225ml,9,3,111600
Frisian Flag UHT Sweet Delight 225ml (Bundle isi 12pcs),16,3,125900
Friso 3 Gold 400gr Tin,44,5,2238100
Friso 3 Gold 400gr Tin NED,7,2,124560
Friso 3 Gold 900gr Tin,198,28,17880752
Friso 3 Gold 900gr Tin NED,9,2,1449500
FRISO 3 PLAIN CAN 400GR RC,41,17,8108040
FRISO 3 PLAIN CAN 900GR RC,9,5,3163300
Friso 4 Gold 400gr Tin,40,4,1900240
Friso 4 Gold 900gr Tin,211,41,32554326
Friso 4 Gold 900gr Tin - SP,3,1,1191150
Friso 4 Gold 900gr Tin NED,9,2,1588200
Friso 4 Gold 900gr Tin SUBS NED,3,1,183783
FRISO 4 PLAIN CAN 400GR RC,7,2,220000
Friso 4 Plain Can 900gr RC,26,9,9110170
Friso 4 Plain Can 900gr RC NED,4,1,4268160
Friso Gold 3 400gr,13,3,511200
Friso Gold 3 900gr,12,19,15156800
Friso Gold 4 400gr,13,2,226200
Friso Gold 4 900gr,11,18,12775984.72
FRISO MUM VAN CAN 400GR RC,3,8,803100
Frisolac 1 Gold 400gr Tin,20,2,275600
Frisolac 1 Gold 900gr Tin,90,9,11931000
FRISOLAC 1 PLAIN CAN 400GR,12,1,147400
FRISOLAC 1 PLAIN CAN 900GR,2,3,2416600
Frisolac 2 Gold 400gr Tin,25,6,2091700
Frisolac 2 Gold 900gr Tin,106,34,36978236
FRISOLAC 2 PLAIN CAN 900GR,4,4,4644800
Frisolac Gold 1 400gr,13,6,1260800
Frisolac Gold 1 900gr,14,2,659200
Frisolac Gold 2 400gr,12,6,1929200
Frisolac Gold 2 900gr,24,5,1858424
Frisomum Gold 400gr,12,23,3983302.28
Frisomum Gold 400gr Tin,37,7,1325400
Fun Time Animal Shape Sorter Set - SO,2,1,286900
Fun Time Fun Activity Set - SO,9,1,234900
Fun Time Nursery Gift Set,22,3,305700
Fun Time Pop Up Friends - SO,4,1,227900
Fun Time Rainbow Ball v2,10,1,43900
Fun-Doh 6 Colours (Tokopedia),12,35,0
Fun-Doh Birthday Cake,5,1,71500
Gabag Big Borneo,7,1,214315
Gabag Breastmilk Storage 180ml,22,3,138141
Gabag Cooler Bag - Ceri,19,2,378866
Gabag Executive Series Ayumi,6,1,240900
Gabag Infinite Bunga,9,2,232586
Gabag Infinite Crystal,11,1,116293
Gabag Infitinite Awan,9,1,116293
Gabag Nusa,8,1,328398
Gabag Radja Ramada,10,1,283015
Gabag Sling Cactus,9,2,299200
Gabag Sling Moana,13,1,213964
Gabag Sling People,30,3,458589
Gani Diecast The Little Bus Gani - Pullback,10,1,139000
Gasol Beras Coklat Kecambah Organik 300gr,13,2,48042
Gasol Beras Merah Kecambah Organik 300gr,64,7,169029
Gee's Hair Rose Clip Bottle Princess Rapunzel,15,1,109900
Genki Moko Moko Pants L17,21,2,106050
Genki Moko Moko Pants M19,17,2,225700
Genki Moko Moko Pants Triple Bebas L17+3,74,7,555100
Genki Moko Moko Pants Triple Bebas L30+2,79,9,1839400
Genki Moko Moko Pants Triple Bebas M19+2,86,13,980500
Genki Moko Moko Pants Triple Bebas M34+2,21,11,1723400
Genki Moko Moko Pants Triple Bebas S22+3,67,13,950400
Genki Moko Moko Pants Triple Bebas XL15+2,48,8,1531200
Genki Moko Moko Pants Triple Bebas XL26+2,37,6,711000
Genki Moko Moko Pants XL15,59,5,1547000
Gifthing My Little King Baby Hamper,12,1,405500
